#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
   2264	    11.06	 2CXO J103847.2+533011	 10 38 47.24	+53 30 11.57	3.021e-15	2.373e-15	3.668e-15	0.000e+00	0.000e+00	2.163e-16
   2264	    11.60	 2CXO J103846.6+533013	 10 38 46.61	+53 30 13.35	1.118e-14	9.521e-15	1.274e-14	3.328e-15	2.720e-15	3.937e-15
   2264	    11.71	 2CXO J103846.7+533013	 10 38 46.75	+53 30 13.45	7.011e-15	5.472e-15	8.465e-15	0.000e+00	0.000e+00	2.522e-16
   2264	    12.59	 2CXO J103845.8+533012	 10 38 45.86	+53 30 12.08	5.014e-14	4.769e-14	5.258e-14	1.612e-14	1.483e-14	1.741e-14
   2264	    13.26	 2CXO J103845.4+533009	 10 38 45.44	+53 30 09.20	3.215e-15	2.542e-15	3.887e-15	1.447e-15	8.808e-16	2.013e-15
   2264	    14.12	 2CXO J103845.2+533007	 10 38 45.22	+53 30 07.32	1.209e-15	7.736e-16	1.620e-15	1.759e-15	1.150e-15	2.333e-15
   2264	    14.83	 2CXO J103846.9+533016	 10 38 46.99	+53 30 16.32	5.409e-16	2.219e-16	8.599e-16	9.740e-16	5.436e-16	1.382e-15
   2264	    15.74	 2CXO J103844.9+533003	 10 38 44.91	+53 30 03.17	5.795e-15	4.893e-15	6.696e-15	5.143e-15	4.373e-15	5.912e-15
   2264	    16.50	 2CXO J103845.0+533010	 10 38 45.08	+53 30 10.21	4.666e-15	3.903e-15	5.428e-15	4.000e-15	3.292e-15	4.666e-15
   2264	    16.99	 2CXO J103844.7+533003	 10 38 44.78	+53 30 03.79	1.634e-14	1.481e-14	1.777e-14	3.508e-15	2.806e-15	4.168e-15
   2264	    19.29	 2CXO J103844.6+533007	 10 38 44.61	+53 30 07.47	1.230e-14	1.106e-14	1.355e-14	3.133e-15	2.485e-15	3.745e-15
   2264	    19.89	 2CXO J103844.4+533004	 10 38 44.47	+53 30 04.83	1.083e-14	9.693e-15	1.196e-14	6.643e-15	5.802e-15	7.484e-15
   2264	    26.66	 2CXO J103847.2+533027	 10 38 47.27	+53 30 27.89	2.857e-14	2.674e-14	3.039e-14	2.011e-14	1.876e-14	2.147e-14
   2264	    31.85	 2CXO J103846.8+533033	 10 38 46.87	+53 30 33.57	2.041e-15	1.546e-15	2.536e-15	2.175e-15	1.715e-15	2.636e-15
   2264	    36.26	 2CXO J103846.5+533038	 10 38 46.57	+53 30 38.01	1.050e-14	9.418e-15	1.159e-14	7.130e-15	6.335e-15	7.925e-15
   2264	    48.06	 2CXO J103850.2+532925	 10 38 50.21	+53 29 25.54	2.035e-14	1.886e-14	2.174e-14	2.001e-14	1.859e-14	2.135e-14
   2264	    50.19	 2CXO J103847.8+533050	 10 38 47.86	+53 30 50.81	1.598e-16	3.475e-17	2.849e-16	2.444e-16	8.962e-17	3.911e-16
   2264	    53.31	 2CXO J103851.2+532927	 10 38 51.25	+53 29 27.50	1.233e-15	8.522e-16	1.615e-15	9.195e-16	6.234e-16	1.200e-15
   2264	    60.24	 2CXO J103848.6+532904	 10 38 48.61	+53 29 04.06	3.720e-15	3.100e-15	4.340e-15	2.707e-15	2.210e-15	3.203e-15
   2264	    67.01	 2CXO J103843.3+533101	 10 38 43.30	+53 31 01.67	2.384e-14	2.224e-14	2.544e-14	3.755e-14	3.572e-14	3.938e-14
   2264	    80.42	 2CXO J103839.7+533053	 10 38 39.74	+53 30 53.15	1.615e-15	1.187e-15	2.019e-15	2.615e-15	2.115e-15	3.114e-15
   2264	    84.80	 2CXO J103839.1+532910	 10 38 39.13	+53 29 10.21	2.733e-16	9.698e-17	4.408e-16	0.000e+00	0.000e+00	1.359e-16
   2264	    89.00	 2CXO J103849.7+532837	 10 38 49.76	+53 28 37.14	4.913e-16	2.268e-16	7.433e-16	4.543e-16	2.488e-16	6.598e-16
   2264	    90.07	 2CXO J103841.3+532845	 10 38 41.36	+53 28 45.17	1.112e-15	7.340e-16	1.468e-15	3.737e-16	1.765e-16	5.605e-16
   2264	   113.81	 2CXO J103839.3+533134	 10 38 39.30	+53 31 34.69	2.434e-15	1.912e-15	2.920e-15	2.276e-15	1.802e-15	2.750e-15
   2268	    10.06	 2CXO J164115.4+534411	 16 41 15.48	+53 44 11.10	1.384e-13	1.335e-13	1.430e-13	3.550e-13	3.472e-13	3.628e-13
   2268	    23.90	 2CXO J164119.1+534411	 16 41 19.14	+53 44 11.46	1.782e-15	1.155e-15	2.376e-15	5.184e-16	2.106e-16	8.262e-16
   2268	    55.20	 2CXO J164110.7+534436	 16 41 10.72	+53 44 36.35	7.627e-16	3.813e-16	1.144e-15	2.287e-16	1.089e-17	4.466e-16
   2268	    79.40	 2CXO J164116.8+534256	 16 41 16.87	+53 42 56.32	6.116e-15	5.146e-15	7.085e-15	3.049e-15	2.336e-15	3.762e-15
   2268	   108.90	 2CXO J164106.0+534319	 16 41 06.00	+53 43 19.03	8.093e-16	4.305e-16	1.188e-15	7.698e-16	4.297e-16	1.110e-15
   2269	    44.98	 2CXO J163946.0+534703	 16 39 46.01	+53 47 03.43	0.000e+00	0.000e+00	4.822e-16	         	         	         
   2269	    80.55	 2CXO J163937.5+534537	 16 39 37.55	+53 45 37.15	         	         	         	6.389e-16	3.408e-16	9.229e-16
   2269	    88.91	 2CXO J163936.7+534532	 16 39 36.80	+53 45 32.02	7.808e-16	3.804e-16	1.181e-15	8.109e-16	4.460e-16	1.156e-15
   2269	    91.37	 2CXO J163935.6+534548	 16 39 35.62	+53 45 48.01	1.574e-15	1.059e-15	2.061e-15	2.975e-15	2.301e-15	3.650e-15
   2269	    95.23	 2CXO J163937.4+534514	 16 39 37.45	+53 45 14.08	3.432e-15	2.670e-15	4.153e-15	4.784e-15	3.969e-15	5.545e-15
   2269	    99.81	 2CXO J163951.9+534739	 16 39 51.92	+53 47 39.76	1.982e-16	0.000e+00	3.854e-16	9.702e-16	5.544e-16	1.366e-15
   2269	   103.05	 2CXO J163933.7+534615	 16 39 33.70	+53 46 15.64	6.220e-15	4.887e-15	7.553e-15	1.396e-14	1.197e-14	1.595e-14
   2269	   105.29	 2CXO J163937.2+534735	 16 39 37.22	+53 47 35.89	5.015e-15	4.071e-15	5.900e-15	7.440e-15	6.382e-15	8.498e-15
   2269	   113.55	 2CXO J163939.2+534758	 16 39 39.26	+53 47 58.93	         	         	         	         	         	         
   2269	   115.27	 2CXO J163932.6+534643	 16 39 32.62	+53 46 43.88	1.732e-15	1.074e-15	2.390e-15	3.818e-15	2.771e-15	4.804e-15
   2280	    15.75	 2CXO J153651.2+541442	 15 36 51.28	+54 14 42.93	6.199e-14	5.243e-14	7.154e-14	9.537e-14	8.388e-14	1.061e-13
   2280	    67.47	 2CXO J153645.5+541352	 15 36 45.58	+54 13 52.44	2.332e-15	5.596e-16	4.104e-15	3.035e-15	1.195e-15	4.874e-15
   2283	     6.50	 2CXO J152346.8+541720	 15 23 46.82	+54 17 20.83	1.309e-14	9.161e-15	1.679e-14	1.902e-14	1.335e-14	2.470e-14
   2285	    10.01	 2CXO J141946.6+542314	 14 19 46.62	+54 23 14.91	         	         	         	         	         	         
   2285	    65.05	 2CXO J141953.9+542325	 14 19 53.95	+54 23 25.83	         	         	         	         	         	         
   2285	    89.11	 2CXO J141955.5+542405	 14 19 55.56	+54 24 05.98	         	         	         	         	         	         
   2285	   117.68	 2CXO J141955.9+542201	 14 19 55.98	+54 22 01.25	         	         	         	         	         	         
   2286	    14.88	 2CXO J112536.1+542257	 11 25 36.20	+54 22 57.78	6.305e-13	6.077e-13	6.533e-13	7.174e-13	6.929e-13	7.418e-13
   2286	    34.85	 2CXO J112540.6+542242	 11 25 40.62	+54 22 42.41	7.050e-15	1.469e-15	1.263e-14	9.471e-15	2.273e-15	1.667e-14
   2286	    46.57	 2CXO J112541.7+542257	 11 25 41.73	+54 22 57.03	1.168e-15	2.433e-16	2.093e-15	1.685e-15	4.045e-16	2.966e-15
   2286	    61.65	 2CXO J112530.6+542316	 11 25 30.68	+54 23 16.51	1.247e-15	3.283e-16	2.166e-15	         	         	         
   2294	     9.78	 2CXO J133551.8+544450	 13 35 51.87	+54 44 50.33	1.993e-13	1.840e-13	2.145e-13	2.208e-13	1.989e-13	2.415e-13
   2294	    79.24	 2CXO J133601.5+544519	 13 36 01.58	+54 45 19.69	2.108e-15	3.513e-16	3.865e-15	1.049e-14	4.818e-15	1.587e-14
   2304	     4.14	 2CXO J115756.1+552712	 11 57 56.15	+55 27 12.93	1.671e-12	1.644e-12	1.696e-12	1.833e-12	1.807e-12	1.859e-12
   2304	    19.62	 2CXO J115754.3+552730	 11 57 54.39	+55 27 30.42	4.159e-15	2.820e-15	5.498e-15	3.232e-15	2.134e-15	4.329e-15
   2304	    28.87	 2CXO J115752.8+552707	 11 57 52.86	+55 27 07.98	1.171e-15	4.039e-16	1.898e-15	1.212e-15	5.196e-16	1.871e-15
   2304	    32.71	 2CXO J115755.8+552644	 11 57 55.86	+55 26 44.37	6.120e-16	1.330e-16	1.091e-15	0.000e+00	0.000e+00	4.750e-16
   2304	    35.37	 2CXO J115756.6+552642	 11 57 56.70	+55 26 42.05	8.969e-16	2.760e-16	1.483e-15	9.516e-16	2.928e-16	1.610e-15
   2304	    37.51	 2CXO J115752.7+552741	 11 57 52.78	+55 27 41.93	9.647e-16	3.423e-16	1.587e-15	3.204e-15	2.073e-15	4.272e-15
   2304	    47.18	 2CXO J115752.7+552754	 11 57 52.77	+55 27 54.93	5.756e-16	1.151e-16	1.036e-15	7.436e-16	2.308e-16	1.256e-15
   2304	    76.87	 2CXO J115747.5+552652	 11 57 47.52	+55 26 52.32	         	         	         	         	         	         
   2304	    91.68	 2CXO J115750.3+552834	 11 57 50.31	+55 28 34.49	         	         	         	         	         	         
   2304	    96.67	 2CXO J115807.4+552725	 11 58 07.40	+55 27 25.24	         	         	         	         	         	         
   2307	     8.49	 2CXO J115956.6+553159	 11 59 56.68	+55 31 59.99	1.276e-16	1.160e-17	2.379e-16	2.871e-16	1.360e-16	4.307e-16
   2307	    29.41	2CXO J115952.2+553205X	 11 59 52.28	+55 32 05.77	         	         	         	         	         	         
   2307	    30.11	 2CXO J115952.1+553205	 11 59 52.19	+55 32 05.86	1.660e-14	1.545e-14	1.774e-14	4.798e-14	4.625e-14	4.971e-14
   2307	    80.87	 2CXO J115946.7+553229	 11 59 46.79	+55 32 29.23	7.464e-17	3.393e-18	1.459e-16	2.135e-16	9.059e-17	3.300e-16
   2307	    81.69	 2CXO J115950.1+553306	 11 59 50.10	+55 33 06.75	5.175e-16	3.209e-16	7.039e-16	4.468e-16	2.757e-16	6.179e-16
   2307	    87.75	 2CXO J115949.4+553309	 11 59 49.42	+55 33 09.99	1.103e-16	1.918e-17	2.014e-16	8.240e-17	1.075e-17	1.541e-16
   2307	    95.07	 2CXO J115944.8+553225	 11 59 44.89	+55 32 25.73	0.000e+00	0.000e+00	8.612e-17	0.000e+00	0.000e+00	9.879e-17
   2307	    97.92	 2CXO J115945.6+553111	 11 59 45.69	+55 31 11.18	3.888e-16	2.170e-16	5.607e-16	2.677e-16	1.304e-16	3.981e-16
   2311	     7.28	 2CXO J100159.5+554048	 10 01 59.56	+55 40 48.59	3.350e-16	0.000e+00	6.532e-16	2.168e-15	1.417e-15	2.876e-15
   2311	     9.16	 2CXO J100158.0+554046	 10 01 58.06	+55 40 46.51	5.707e-15	4.540e-15	6.810e-15	2.454e-15	1.770e-15	3.097e-15
   2311	     9.82	 2CXO J100157.8+554047	 10 01 57.88	+55 40 47.40	4.453e-15	3.340e-15	5.504e-15	0.000e+00	0.000e+00	3.958e-16
   2311	    12.60	 2CXO J100158.0+554103	 10 01 58.08	+55 41 03.49	4.022e-15	3.094e-15	4.898e-15	3.800e-15	3.032e-15	4.526e-15
   2311	    14.41	2CXO J100157.4+554044X	 10 01 57.48	+55 40 44.15	         	         	         	         	         	         
   2311	    27.88	 2CXO J100202.1+554051	 10 02 02.15	+55 40 51.99	1.146e-15	6.819e-16	1.609e-15	9.351e-16	5.571e-16	1.293e-15
   2311	    28.76	 2CXO J100156.2+554033	 10 01 56.29	+55 40 33.76	2.861e-15	1.825e-15	3.847e-15	9.928e-16	4.964e-16	1.463e-15
   2311	    29.98	 2CXO J100156.6+554115	 10 01 56.62	+55 41 15.98	5.714e-16	2.424e-16	9.004e-16	3.354e-16	9.031e-17	5.806e-16
   2311	    30.11	 2CXO J100156.2+554032	 10 01 56.23	+55 40 32.35	9.730e-16	3.538e-16	1.563e-15	3.023e-15	2.372e-15	3.673e-15
   2311	    33.96	 2CXO J100156.9+554122	 10 01 56.98	+55 41 22.77	3.724e-16	7.759e-17	6.518e-16	1.950e-16	0.000e+00	4.014e-16
   2311	    34.04	 2CXO J100156.5+554024	 10 01 56.60	+55 40 24.51	4.575e-16	1.420e-16	7.730e-16	2.378e-16	2.162e-17	4.432e-16
   2311	    36.12	 2CXO J100159.2+554016	 10 01 59.25	+55 40 16.75	7.581e-16	3.344e-16	1.182e-15	7.120e-16	3.821e-16	1.042e-15
   2311	    40.66	 2CXO J100154.9+554117	 10 01 55.00	+55 41 17.03	3.128e-16	6.257e-17	5.631e-16	2.169e-16	3.424e-17	3.995e-16
   2311	    52.30	 2CXO J100159.7+554000	 10 01 59.75	+55 40 00.98	5.734e-16	2.458e-16	9.011e-16	1.811e-16	1.575e-17	3.464e-16
   2311	    54.26	 2CXO J100158.7+553958	 10 01 58.75	+55 39 58.46	4.455e-16	1.273e-16	7.425e-16	3.207e-16	8.017e-17	5.452e-16
   2311	    57.69	 2CXO J100154.4+554008	 10 01 54.45	+55 40 08.63	3.427e-16	7.139e-17	5.997e-16	6.904e-16	3.452e-16	1.018e-15
   2311	    58.63	 2CXO J100156.3+554147	 10 01 56.38	+55 41 47.48	6.287e-16	2.619e-16	9.779e-16	0.000e+00	0.000e+00	2.176e-16
   2311	    61.27	 2CXO J100157.8+553952	 10 01 57.83	+55 39 52.06	1.020e-15	5.494e-16	1.491e-15	3.348e-16	1.116e-16	5.581e-16
   2311	    67.95	 2CXO J100157.9+553945	 10 01 57.95	+55 39 45.19	2.410e-15	1.722e-15	3.065e-15	2.217e-15	1.625e-15	2.778e-15
   2311	    81.23	 2CXO J100203.0+553939	 10 02 03.09	+55 39 39.82	3.619e-15	2.742e-15	4.441e-15	1.035e-15	6.256e-16	1.424e-15
   2311	    83.78	 2CXO J100149.8+554127	 10 01 49.86	+55 41 27.88	3.832e-16	9.579e-17	6.569e-16	1.036e-15	6.394e-16	1.433e-15
   2311	    89.82	 2CXO J100200.5+553924	 10 02 00.54	+55 39 24.03	5.463e-16	1.986e-16	8.774e-16	0.000e+00	0.000e+00	2.505e-16
   2311	    92.82	 2CXO J100154.2+554216	 10 01 54.22	+55 42 16.89	1.190e-15	7.223e-16	1.657e-15	7.352e-16	3.945e-16	1.076e-15
   2311	    94.90	 2CXO J100159.4+553917	 10 01 59.42	+55 39 17.94	2.869e-16	1.594e-17	5.420e-16	4.747e-16	2.014e-16	7.337e-16
   2311	    95.64	 2CXO J100149.2+554001	 10 01 49.30	+55 40 01.60	4.341e-16	1.497e-16	7.186e-16	3.499e-16	1.129e-16	5.757e-16
   2311	    97.61	 2CXO J100204.9+553929	 10 02 04.97	+55 39 29.94	0.000e+00	0.000e+00	2.146e-16	0.000e+00	0.000e+00	1.309e-16
   2311	   101.92	 2CXO J100158.6+553910	 10 01 58.69	+55 39 10.81	1.964e-15	1.309e-15	2.582e-15	2.192e-16	2.860e-17	4.099e-16
   2311	   102.24	 2CXO J100147.5+554016	 10 01 47.55	+55 40 16.50	3.555e-16	8.532e-17	6.257e-16	4.685e-16	2.067e-16	7.165e-16
   2311	   103.25	 2CXO J100206.3+553930	 10 02 06.30	+55 39 30.94	8.751e-16	4.375e-16	1.313e-15	4.526e-16	1.961e-16	7.091e-16
   2311	   114.18	 2CXO J100153.5+554237	 10 01 53.53	+55 42 37.67	1.005e-15	5.411e-16	1.469e-15	0.000e+00	0.000e+00	2.370e-16
   2311	   118.86	 2CXO J100202.8+553858	 10 02 02.87	+55 38 58.81	1.832e-14	1.643e-14	2.021e-14	1.397e-14	1.255e-14	1.539e-14
   2314	    14.25	 2CXO J150629.5+554547	 15 06 29.51	+55 45 47.60	5.666e-16	2.232e-16	8.928e-16	0.000e+00	0.000e+00	2.382e-16
   2314	    14.59	2CXO J150629.3+554546X	 15 06 29.38	+55 45 46.97	         	         	         	         	         	         
   2314	    16.20	 2CXO J150628.7+554538	 15 06 28.75	+55 45 38.75	1.993e-15	1.453e-15	2.534e-15	1.604e-15	1.160e-15	2.048e-15
   2314	    21.06	 2CXO J150632.7+554525	 15 06 32.74	+55 45 25.52	5.059e-16	2.248e-16	7.869e-16	7.669e-16	4.501e-16	1.084e-15
   2314	    21.74	 2CXO J150630.4+554515	 15 06 30.44	+55 45 15.49	2.533e-16	4.405e-17	4.515e-16	9.217e-16	5.569e-16	1.267e-15
   2314	    24.20	 2CXO J150628.7+554555	 15 06 28.73	+55 45 55.04	1.444e-15	9.877e-16	1.899e-15	1.385e-15	9.623e-16	1.807e-15
   2314	    25.28	 2CXO J150629.1+554515	 15 06 29.15	+55 45 15.33	5.549e-16	2.497e-16	8.601e-16	6.329e-16	3.516e-16	9.143e-16
   2314	    28.85	 2CXO J150634.0+554536	 15 06 34.08	+55 45 36.67	8.599e-16	5.160e-16	1.204e-15	6.069e-16	3.228e-16	8.909e-16
   2314	    32.77	 2CXO J150632.6+554605	 15 06 32.62	+55 46 05.43	5.629e-16	2.586e-16	8.671e-16	2.729e-16	8.805e-17	4.490e-16
   2314	    37.03	 2CXO J150626.3+554543	 15 06 26.33	+55 45 43.17	1.175e-16	0.000e+00	2.349e-16	         	         	         
   2314	    39.31	 2CXO J150631.2+554458	 15 06 31.26	+55 44 58.16	1.934e-15	1.404e-15	2.464e-15	1.761e-15	1.278e-15	2.215e-15
   2314	    42.72	 2CXO J150626.4+554600	 15 06 26.43	+55 46 00.61	8.502e-16	4.605e-16	1.222e-15	1.428e-16	6.492e-18	2.792e-16
   2314	    43.58	 2CXO J150635.7+554531	 15 06 35.78	+55 45 31.55	5.850e-16	2.600e-16	8.938e-16	5.622e-16	2.683e-16	8.433e-16
   2314	    46.84	 2CXO J150636.1+554529	 15 06 36.13	+55 45 29.49	4.769e-16	2.044e-16	7.495e-16	1.017e-16	0.000e+00	2.097e-16
   2314	    46.98	 2CXO J150627.5+554616	 15 06 27.55	+55 46 16.10	2.327e-16	6.124e-17	4.042e-16	3.250e-16	1.083e-16	5.417e-16
   2314	    50.12	 2CXO J150625.1+554556	 15 06 25.18	+55 45 56.50	4.843e-16	2.018e-16	7.534e-16	1.322e-15	8.895e-16	1.755e-15
   2314	    54.88	 2CXO J150637.0+554527	 15 06 37.06	+55 45 27.30	0.000e+00	0.000e+00	2.678e-16	2.436e-16	5.799e-17	4.292e-16
   2314	    58.83	 2CXO J150628.0+554631	 15 06 28.09	+55 46 31.85	4.976e-16	2.212e-16	7.741e-16	6.293e-16	3.304e-16	9.283e-16
   2314	    64.63	 2CXO J150623.0+554541	 15 06 23.02	+55 45 41.89	3.124e-16	7.810e-17	5.467e-16	1.184e-15	7.686e-16	1.579e-15
   2314	    65.97	 2CXO J150635.5+554445	 15 06 35.59	+55 44 45.95	6.901e-16	3.294e-16	1.035e-15	2.099e-16	4.564e-17	3.742e-16
   2314	    71.65	 2CXO J150630.3+554648	 15 06 30.34	+55 46 48.75	8.146e-16	4.073e-16	1.200e-15	         	         	         
   2314	    75.15	 2CXO J150638.7+554505	 15 06 38.74	+55 45 05.60	1.010e-15	6.263e-16	1.394e-15	1.232e-15	8.212e-16	1.620e-15
   2314	    83.60	 2CXO J150632.7+554658	 15 06 32.72	+55 46 58.94	2.555e-15	1.951e-15	3.158e-15	1.894e-15	1.413e-15	2.346e-15
   2314	    84.29	 2CXO J150640.2+554514	 15 06 40.26	+55 45 14.06	0.000e+00	0.000e+00	2.953e-16	5.577e-16	2.713e-16	8.290e-16
   2314	    86.06	 2CXO J150620.4+554542	 15 06 20.48	+55 45 42.11	4.816e-15	3.888e-15	5.687e-15	8.063e-15	7.067e-15	9.060e-15
   2314	    86.79	 2CXO J150620.4+554530	 15 06 20.41	+55 45 30.18	1.024e-15	6.219e-16	1.427e-15	4.097e-16	1.850e-16	6.211e-16
   2314	    87.88	 2CXO J150640.2+554612	 15 06 40.20	+55 46 12.38	0.000e+00	0.000e+00	1.917e-16	3.159e-16	1.245e-16	5.074e-16
   2314	    97.29	 2CXO J150620.4+554622	 15 06 20.46	+55 46 22.57	1.532e-15	1.022e-15	2.015e-15	7.746e-16	4.615e-16	1.071e-15
   2314	   102.35	 2CXO J150633.2+554357	 15 06 33.23	+55 43 57.13	0.000e+00	0.000e+00	1.797e-16	1.999e-16	4.613e-17	3.537e-16
   2314	   104.01	 2CXO J150624.5+554707	 15 06 24.56	+55 47 07.54	7.602e-16	3.991e-16	1.121e-15	2.316e-16	4.825e-17	4.053e-16
   2314	   104.25	 2CXO J150618.3+554547	 15 06 18.37	+55 45 47.64	         	         	         	4.789e-16	2.163e-16	7.261e-16
   2314	   113.30	 2CXO J150643.9+554523	 15 06 43.98	+55 45 23.07	1.153e-15	7.294e-16	1.577e-15	0.000e+00	0.000e+00	1.666e-16
   2315	     9.70	 2CXO J115937.8+554623	 11 59 37.88	+55 46 23.33	1.258e-13	1.204e-13	1.309e-13	2.212e-13	2.114e-13	2.309e-13
   2315	    33.50	 2CXO J115933.1+554606	 11 59 33.19	+55 46 06.36	9.574e-16	5.619e-16	1.353e-15	1.769e-16	0.000e+00	3.691e-16
   2315	    48.40	 2CXO J115942.5+554624	 11 59 42.58	+55 46 24.68	3.082e-16	4.202e-17	5.743e-16	3.719e-15	1.320e-15	5.999e-15
   2315	    61.02	 2CXO J115930.2+554553	 11 59 30.29	+55 45 53.56	2.640e-15	1.980e-15	3.263e-15	2.008e-15	1.141e-15	2.875e-15
   2315	    74.69	 2CXO J115933.5+554509	 11 59 33.58	+55 45 09.14	5.840e-16	2.920e-16	8.621e-16	1.627e-15	8.135e-16	2.440e-15
   2315	   110.37	 2CXO J115944.4+554448	 11 59 44.49	+55 44 48.57	1.297e-15	7.835e-16	1.783e-15	2.672e-16	4.454e-17	4.788e-16
   2315	   113.19	 2CXO J115950.2+554605	 11 59 50.22	+55 46 05.73	2.126e-16	3.037e-17	3.948e-16	2.925e-16	3.656e-17	5.485e-16
   2315	   117.66	 2CXO J115928.6+554443	 11 59 28.67	+55 44 43.41	2.782e-16	6.715e-17	4.796e-16	2.376e-16	3.960e-17	4.257e-16
   2316	     1.35	2CXO J100121.5+555353X	 10 01 21.57	+55 53 53.14	         	         	         	         	         	         
   2316	     6.51	 2CXO J100120.8+555349	 10 01 20.83	+55 53 49.59	1.384e-13	1.226e-13	1.531e-13	2.061e-13	1.867e-13	2.245e-13
   2316	     7.48	 2CXO J100121.0+555357	 10 01 21.02	+55 53 57.76	0.000e+00	0.000e+00	2.541e-16	0.000e+00	0.000e+00	5.141e-16
   2316	     8.41	 2CXO J100120.6+555355	 10 01 20.67	+55 53 55.65	1.887e-13	1.842e-13	1.933e-13	3.127e-13	3.079e-13	3.176e-13
   2316	    38.71	 2CXO J100118.1+555325	 10 01 18.19	+55 53 25.41	3.124e-16	1.116e-16	5.133e-16	0.000e+00	0.000e+00	6.809e-17
   2316	    95.61	 2CXO J100122.8+555526	 10 01 22.84	+55 55 26.79	2.508e-16	1.106e-16	3.909e-16	0.000e+00	0.000e+00	7.366e-17
   2316	   102.95	 2CXO J100123.8+555532	 10 01 23.89	+55 55 32.85	         	         	         	9.104e-16	6.686e-16	1.152e-15
   2316	   104.33	 2CXO J100132.7+555306	 10 01 32.75	+55 53 06.85	0.000e+00	0.000e+00	1.980e-15	0.000e+00	0.000e+00	1.686e-15
   2316	   108.67	 2CXO J100118.6+555205	 10 01 18.69	+55 52 05.83	0.000e+00	0.000e+00	6.715e-16	0.000e+00	0.000e+00	2.246e-16
   2316	   117.87	 2CXO J100125.1+555157	 10 01 25.13	+55 51 57.83	0.000e+00	0.000e+00	3.290e-16	0.000e+00	0.000e+00	3.876e-16
   2328	    15.62	 2CXO J125226.3+563419	 12 52 26.36	+56 34 19.53	1.900e-13	1.816e-13	1.980e-13	2.634e-13	2.536e-13	2.725e-13
   2330	    10.68	 2CXO J125456.8+564941	 12 54 56.86	+56 49 41.98	3.346e-14	3.094e-14	3.597e-14	4.261e-14	3.936e-14	4.586e-14
   2330	    41.11	 2CXO J125502.9+564952	 12 55 02.94	+56 49 52.44	1.297e-14	1.136e-14	1.459e-14	1.996e-14	1.776e-14	2.216e-14
   2330	    62.63	 2CXO J125455.3+564842	 12 54 55.33	+56 48 42.21	1.023e-15	3.593e-16	1.686e-15	1.419e-15	4.730e-16	2.325e-15
   2330	    68.55	 2CXO J125505.5+565012	 12 55 05.52	+56 50 12.70	3.629e-15	2.769e-15	4.488e-15	3.946e-15	2.455e-15	5.348e-15
   2330	    76.56	 2CXO J125503.1+565044	 12 55 03.18	+56 50 44.90	2.796e-15	2.004e-15	3.542e-15	2.688e-15	1.553e-15	3.764e-15
